"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"187","Adjusted savings: consumption of fixed capital (% of GNI)",2010,32.0772597097751,"Angola","Has received IMF money",10.5266899438315,"Namibia","Angola has received IMF money"
"188","Adjusted savings: consumption of fixed capital (% of GNI)",2011,31.0407239819005,"Angola","Has received IMF money",10.8700686832954,"Namibia","Angola has received IMF money"
"189","Adjusted savings: consumption of fixed capital (% of GNI)",2012,31.909604519774,"Angola","Has received IMF money",10.1062009392832,"Namibia","Angola has received IMF money"
"190","Adjusted savings: consumption of fixed capital (% of GNI)",2013,31.1675142210441,"Angola","Has received IMF money",10.4454337347892,"Namibia","Angola has received IMF money"
"191","Adjusted savings: consumption of fixed capital (% of GNI)",2014,31.3021309259446,"Angola","Has received IMF money",10.4913064972822,"Namibia","Angola has received IMF money"
"192","Adjusted savings: consumption of fixed capital (% of GNI)",2015,31.8453918896384,"Angola","Has received IMF money",10.8001648694571,"Namibia","Angola has received IMF money"
"193","Adjusted savings: consumption of fixed capital (current US$)",2000,3869994206.67996,"Angola","Has not received IMF money",396558245.95917,"Namibia","Angola has not received IMF money"
"194","Adjusted savings: consumption of fixed capital (current US$)",2001,3256846969.75918,"Angola","Has not received IMF money",362939833.910766,"Namibia","Angola has not received IMF money"
"195","Adjusted savings: consumption of fixed capital (current US$)",2002,4752196884.73171,"Angola","Has not received IMF money",352561627.246644,"Namibia","Angola has not received IMF money"
"196","Adjusted savings: consumption of fixed capital (current US$)",2003,5424169657.19549,"Angola","Has not received IMF money",564260099.532305,"Namibia","Angola has not received IMF money"
"197","Adjusted savings: consumption of fixed capital (current US$)",2004,7268856783.78883,"Angola","Has not received IMF money",741523222.832576,"Namibia","Angola has not received IMF money"
"198","Adjusted savings: consumption of fixed capital (current US$)",2005,10195706771.6497,"Angola","Has not received IMF money",828610733.500318,"Namibia","Angola has not received IMF money"
"199","Adjusted savings: consumption of fixed capital (current US$)",2006,12205645548.9435,"Angola","Has not received IMF money",873013438.922825,"Namibia","Angola has not received IMF money"
"200","Adjusted savings: consumption of fixed capital (current US$)",2007,16805134368.1617,"Angola","Has not received IMF money",829172849.168627,"Namibia","Angola has not received IMF money"
"201","Adjusted savings: consumption of fixed capital (current US$)",2008,27334962796.7244,"Angola","Has not received IMF money",854862209.248461,"Namibia","Angola has not received IMF money"
"202","Adjusted savings: consumption of fixed capital (current US$)",2009,29577496443.8483,"Angola","Has received IMF money",919479750.729276,"Namibia","Angola has received IMF money"
"203","Adjusted savings: consumption of fixed capital (current US$)",2010,24286538182.5901,"Angola","Has received IMF money",1142080861.54286,"Namibia","Angola has received IMF money"
"204","Adjusted savings: consumption of fixed capital (current US$)",2011,31661538461.5385,"Angola","Has received IMF money",1312575444.9474,"Namibia","Angola has received IMF money"
"205","Adjusted savings: consumption of fixed capital (current US$)",2012,37653333333.3333,"Angola","Has received IMF money",1262777763.06588,"Namibia","Angola has received IMF money"
"206","Adjusted savings: consumption of fixed capital (current US$)",2013,39582743060.7261,"Angola","Has received IMF money",1319453493.11695,"Namibia","Angola has received IMF money"
"207","Adjusted savings: consumption of fixed capital (current US$)",2014,42883919368.5441,"Angola","Has received IMF money",1338644954.15749,"Namibia","Angola has received IMF money"
"208","Adjusted savings: consumption of fixed capital (current US$)",2015,35029931078.6022,"Angola","Has received IMF money",1252568591.27251,"Namibia","Angola has received IMF money"
"209","Adjusted savings: education expenditure (% of GNI)",2000,2.99,"Angola","Has not received IMF money",6.52,"Namibia","Angola has not received IMF money"
"210","Adjusted savings: education expenditure (% of GNI)",2001,2.915,"Angola","Has not received IMF money",6.36,"Namibia","Angola has not received IMF money"
"211","Adjusted savings: education expenditure (% of GNI)",2002,2.84,"Angola","Has not received IMF money",6.57999999999994,"Namibia","Angola has not received IMF money"
"212","Adjusted savings: education expenditure (% of GNI)",2003,2.765,"Angola","Has not received IMF money",6.79999999999996,"Namibia","Angola has not received IMF money"
"213","Adjusted savings: education expenditure (% of GNI)",2004,2.68999999999999,"Angola","Has not received IMF money",7.01999999999998,"Namibia","Angola has not received IMF money"
"214","Adjusted savings: education expenditure (% of GNI)",2005,2.61500000000001,"Angola","Has not received IMF money",7.24,"Namibia","Angola has not received IMF money"
"215","Adjusted savings: education expenditure (% of GNI)",2006,2.54,"Angola","Has not received IMF money",7.46000000000002,"Namibia","Angola has not received IMF money"
"216","Adjusted savings: education expenditure (% of GNI)",2007,2.79750000000005,"Angola","Has not received IMF money",7.67999999999995,"Namibia","Angola has not received IMF money"
"217","Adjusted savings: education expenditure (% of GNI)",2008,3.05500000000007,"Angola","Has not received IMF money",7.89999999999997,"Namibia","Angola has not received IMF money"
"218","Adjusted savings: education expenditure (% of GNI)",2009,3.3125000000001,"Angola","Has received IMF money",8.11999999999999,"Namibia","Angola has received IMF money"
"219","Adjusted savings: education expenditure (% of GNI)",2010,3.57,"Angola","Has received IMF money",8.34,"Namibia","Angola has received IMF money"
"220","Adjusted savings: education expenditure (% of GNI)",2011,3.57,"Angola","Has received IMF money",6.97474186661857,"Namibia","Angola has received IMF money"
"221","Adjusted savings: education expenditure (% of GNI)",2012,3.57,"Angola","Has received IMF money",5.60948373323704,"Namibia","Angola has received IMF money"
"222","Adjusted savings: education expenditure (% of GNI)",2013,3.57,"Angola","Has received IMF money",4.24422559985551,"Namibia","Angola has received IMF money"
"223","Adjusted savings: education expenditure (% of GNI)",2014,3.57,"Angola","Has received IMF money",2.87896746647394,"Namibia","Angola has received IMF money"
"224","Adjusted savings: education expenditure (% of GNI)",2015,3.57,"Angola","Has received IMF money",2.87896746647394,"Namibia","Angola has received IMF money"
"225","Adjusted savings: education expenditure (current US$)",2000,222717170.9685,"Angola","Has not received IMF money",257010297.6612,"Namibia","Angola has not received IMF money"
"226","Adjusted savings: education expenditure (current US$)",2001,214983478.08025,"Angola","Has not received IMF money",225503785.5816,"Namibia","Angola has not received IMF money"
"227","Adjusted savings: education expenditure (current US$)",2002,387686651.838,"Angola","Has not received IMF money",223393397.093998,"Namibia","Angola has not received IMF money"
"228","Adjusted savings: education expenditure (current US$)",2003,444784089.065399,"Angola","Has not received IMF money",350895865.827998,"Namibia","Angola has not received IMF money"
"229","Adjusted savings: education expenditure (current US$)",2004,566607736.842898,"Angola","Has not received IMF money",469657095.101999,"Namibia","Angola has not received IMF money"
"230","Adjusted savings: education expenditure (current US$)",2005,861381734.710404,"Angola","Has not received IMF money",517580362.6064,"Namibia","Angola has not received IMF money"
"231","Adjusted savings: education expenditure (current US$)",2006,1173559794.989,"Angola","Has not received IMF money",591346703.073002,"Namibia","Angola has not received IMF money"
"232","Adjusted savings: education expenditure (current US$)",2007,1613246088.54348,"Angola","Has not received IMF money",658828484.966396,"Namibia","Angola has not received IMF money"
"233","Adjusted savings: education expenditure (current US$)",2008,2285783734.29451,"Angola","Has not received IMF money",659507358.784998,"Namibia","Angola has not received IMF money"
"234","Adjusted savings: education expenditure (current US$)",2009,2102908337.16819,"Angola","Has received IMF money",707156294.837999,"Namibia","Angola has received IMF money"
"235","Adjusted savings: education expenditure (current US$)",2010,2702941027.2669,"Angola","Has received IMF money",904838504.4198,"Namibia","Angola has received IMF money"
"236","Adjusted savings: education expenditure (current US$)",2011,3641400000,"Angola","Has received IMF money",842209481.439512,"Namibia","Angola has received IMF money"
"237","Adjusted savings: education expenditure (current US$)",2012,4212600000,"Angola","Has received IMF money",700909408.309658,"Namibia","Angola has received IMF money"
"238","Adjusted savings: education expenditure (current US$)",2013,4533900000,"Angola","Has received IMF money",536125012.660257,"Namibia","Angola has received IMF money"
"239","Adjusted savings: education expenditure (current US$)",2014,4890900000,"Angola","Has received IMF money",367343692.911581,"Namibia","Angola has received IMF money"
"240","Adjusted savings: education expenditure (current US$)",2015,3.927e+09,"Angola","Has received IMF money",333893442.126864,"Namibia","Angola has received IMF money"
"241","Adjusted savings: energy depletion (% of GNI)",2000,45.8252780450518,"Angola","Has not received IMF money",0,"Namibia","Angola has not received IMF money"
"242","Adjusted savings: energy depletion (% of GNI)",2001,29.5002842780145,"Angola","Has not received IMF money",0,"Namibia","Angola has not received IMF money"
"243","Adjusted savings: energy depletion (% of GNI)",2002,18.4618069322352,"Angola","Has not received IMF money",0,"Namibia","Angola has not received IMF money"
"244","Adjusted savings: energy depletion (% of GNI)",2003,16.1053467714984,"Angola","Has not received IMF money",0,"Namibia","Angola has not received IMF money"
"245","Adjusted savings: energy depletion (% of GNI)",2004,25.6693143252308,"Angola","Has not received IMF money",0,"Namibia","Angola has not received IMF money"
